SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,AGE,DURATION
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,17.35
0,1,1,1,1,0,0,0,2,3,4,2,4,0,0,0,0,0,0,0,1,2,1,2,2,3,3,3,3,16,26.78333333
0,0,0,0,1,1,0,0,4,2,4,4,4,0,0,0,0,0,0,0,1,3,3,1,3,3,3,3,3,15,21.78333333
1,1,1,1,1,0,0,0,1,2,2,1,1,1,1,1,0,0,0,1,0,2,1,2,1,3,3,3,3,15,18.86666667
1,1,0,1,1,1,0,0,2,3,3,4,4,0,0,0,0,0,0,1,0,2,2,2,2,3,2,2,1,13,22.53333333
0,1,1,1,1,0,0,0,2,2,2,2,2,0,0,1,0,0,0,0,0,2,2,1,2,2,2,2,1,13,7.35
0,0,1,1,1,0,0,0,3,2,3,3,2,1,0,1,0,0,0,0,0,2,1,1,1,3,2,3,3,14,14.25
0,1,0,1,1,0,0,0,2,4,1,4,4,1,0,1,0,0,0,0,0,1,2,1,3,3,3,3,3,13,11.13333333
0,1,1,1,1,0,0,0,2,1,2,2,1,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,17,16.43333333
0,0,0,1,0,0,0,0,1,1,4,2,4,0,0,1,0,0,1,1,0,1,1,1,1,3,3,3,3,13,30.51666667
0,1,1,1,1,0,0,0,3,2,2,3,3,0,0,0,0,0,0,0,1,3,3,2,1,3,3,3,2,15,82.43333333
0,1,1,1,1,0,0,0,4,2,2,3,4,0,0,1,1,0,0,1,0,1,2,1,1,3,2,3,3,15,28
1,1,1,1,1,0,0,0,2,2,2,2,2,1,1,1,0,0,0,1,0,1,1,1,1,3,2,2,3,17,12.31666667
0,1,0,1,1,0,0,0,4,2,2,4,4,1,0,0,0,0,0,1,0,3,3,1,3,3,3,3,3,14,7.983333333
0,1,1,1,1,0,0,0,2,3,2,1,4,0,1,1,0,0,0,1,0,2,2,2,2,3,3,3,3,17,16.06666667
1,0,0,0,1,0,0,0,4,3,3,3,3,0,0,0,1,0,0,1,0,2,2,2,2,3,2,3,3,16,16.95
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,17,8.416666667
1,1,1,1,1,0,0,0,4,3,3,2,4,0,0,0,0,0,0,0,1,2,1,2,1,3,3,3,3,15,20.43333333
0,1,0,1,1,0,0,0,2,3,4,4,4,0,0,1,1,0,0,0,0,2,2,2,3,2,2,1,1,15,8.933333333
1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,2,2,1,3,3,3,3,3,13,18.71666667
0,0,1,0,1,0,1,0,2,3,2,1,4,0,0,0,1,1,0,1,0,2,2,3,2,2,1,3,1,17,41.16666667
0,0,1,0,1,0,0,0,3,3,4,2,4,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3,3,17,18.33333333
0,0,1,0,0,0,0,0,2,3,3,1,4,0,1,1,1,0,1,1,0,1,1,1,1,3,3,3,3,16,37.41666667
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,16,6.55
1,1,0,1,1,0,0,0,4,3,2,3,3,1,1,1,0,0,0,0,0,2,2,2,2,3,2,3,2,17,17.18333333
0,1,1,1,1,0,0,0,2,2,1,2,1,1,0,1,0,0,0,0,0,1,2,1,2,3,3,2,2,17,9.55
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3,3,17,21.66666667
1,1,0,1,1,0,0,0,3,2,2,1,2,1,1,0,1,0,0,1,0,2,2,1,2,2,3,1,2,14,82.03333333
0,1,1,1,1,0,0,0,2,3,3,1,2,1,0,1,0,0,0,1,0,2,1,2,1,3,2,3,2,13,17.66666667
1,1,0,1,1,0,1,0,4,2,3,4,4,0,0,0,0,0,0,0,1,2,1,3,2,3,3,3,3,14,32.38333333
1,1,1,0,1,1,0,0,1,2,1,2,1,1,1,1,0,1,0,1,0,1,1,1,1,3,2,2,3,17,10.66666667
0,1,0,1,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,3,2,2,3,3,3,3,16,19.08333333
0,0,0,0,1,0,0,0,2,3,3,3,3,1,1,1,1,1,0,1,0,3,3,1,3,2,1,2,3,13,14.95
0,1,1,0,1,0,0,0,2,2,2,2,2,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2,2,16,9.633333333
0,1,1,1,0,0,0,0,1,1,2,1,2,0,0,0,0,1,0,0,0,2,1,2,1,1,1,2,2,16,10.73333333
1,1,1,1,1,1,0,0,2,2,2,2,2,1,0,1,0,1,0,1,0,2,2,2,2,3,3,3,3,16,14.71666667
0,1,1,1,1,0,0,0,2,2,2,4,3,1,1,1,0,0,0,0,0,2,2,2,2,3,3,1,1,17,7.983333333
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,15,10.3
0,0,0,0,1,1,1,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,17,10.36666667
0,0,0,1,1,0,0,0,3,2,3,3,3,1,0,0,0,0,0,0,0,2,2,1,3,3,3,3,3,17,10.76666667
0,0,0,0,1,0,0,0,4,3,3,3,4,0,0,0,0,0,0,0,1,2,3,3,3,3,1,3,3,15,42.31666667
1,1,1,1,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,2,2,1,3,3,3,3,15,15.33333333
0,1,1,0,0,0,0,0,4,3,4,3,4,0,0,1,0,0,0,0,0,3,3,3,3,3,3,2,3,16,14.73333333
0,1,0,0,1,0,0,0,2,1,2,4,2,0,0,1,0,0,1,1,0,3,1,1,1,2,2,2,2,15,7.433333333
1,1,1,0,1,0,0,0,1,3,2,2,2,0,1,1,1,0,0,1,0,2,1,1,2,2,2,2,2,14,16.1
1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,1,0,1,0,1,0,3,3,3,3,3,3,3,3,15,11.71666667
0,1,1,0,1,0,0,0,1,2,3,2,2,0,0,0,0,0,0,0,1,1,2,1,2,3,3,2,1,16,17.86666667
0,0,0,1,1,0,0,0,3,4,4,3,4,1,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,14,16.11666667
0,1,0,0,1,0,0,0,2,2,4,4,2,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,16,21.68333333
0,1,1,1,1,0,0,0,2,4,3,2,3,0,0,1,0,0,0,0,0,2,2,1,2,1,3,2,2,16,12.51666667
1,1,1,1,1,1,0,0,3,4,2,2,4,1,1,0,0,1,0,0,0,2,2,1,1,2,2,2,1,17,13.71666667
0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,3,3,3,3,15,16.58333333
0,1,0,1,1,0,0,0,1,1,3,1,3,0,0,0,0,0,0,0,1,1,1,1,1,3,2,3,3,14,18.33333333
1,0,1,1,1,0,1,0,4,3,3,1,2,1,0,1,0,0,0,0,0,2,3,1,2,3,3,3,3,17,12.48333333
0,1,0,1,1,0,0,0,3,4,2,3,4,1,1,1,0,0,0,0,0,2,1,1,2,3,3,3,3,17,14.53333333
0,1,1,1,1,0,0,0,2,4,3,2,4,0,0,0,0,0,0,1,0,2,2,2,2,3,3,3,2,13,42
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,15,11.03333333
0,0,1,0,1,1,0,0,1,3,1,1,2,0,0,1,0,0,0,0,0,2,2,2,2,2,1,2,2,13,9.833333333
0,1,0,0,1,0,0,0,3,3,3,3,4,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,15,10.1
1,1,1,1,1,0,0,0,2,2,2,2,2,1,0,1,0,0,0,1,0,2,2,2,2,3,3,3,2,17,43.4
0,0,0,0,1,0,0,0,2,3,2,3,2,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,2,13,10.66666667
0,1,1,1,1,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,14,15.88333333
0,0,0,0,1,0,0,0,4,2,4,4,2,0,0,0,0,0,0,1,0,3,2,2,3,3,3,3,3,13,13.7
1,1,1,1,0,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,17,23.61666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,3,15,12.53333333
1,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,14,19.35
0,1,1,1,1,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,1,2,2,1,2,2,3,3,3,17,13.95
0,1,0,1,1,0,0,0,1,2,4,2,4,1,0,1,0,0,0,0,0,2,2,2,2,3,3,3,3,15,15.5
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,13,39.63333333
0,0,1,0,1,0,0,0,4,4,1,2,3,1,0,1,1,0,0,1,0,1,2,1,1,3,2,3,3,14,40.05
0,0,1,0,1,0,0,0,3,4,3,3,4,0,0,0,0,0,0,0,1,2,2,2,3,3,1,3,2,16,12.45
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,16,11.45
0,1,0,0,0,0,0,0,2,3,2,2,3,1,0,1,1,0,0,1,0,2,2,2,2,3,3,3,3,13,12.11666667
0,1,1,1,1,0,0,0,2,4,3,4,2,0,0,1,0,0,0,0,0,2,3,2,2,3,2,3,3,16,17.06666667
1,1,1,1,1,0,1,0,3,3,3,2,3,1,1,1,0,1,0,1,0,2,2,2,2,2,1,2,2,13,9.45
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,14,16.41666667
1,1,1,1,1,0,0,0,2,2,2,2,3,1,0,0,0,0,0,0,0,2,3,1,2,3,3,3,2,17,28.1
0,0,0,1,1,0,0,0,2,2,2,2,2,0,0,0,0,1,0,0,0,2,2,2,2,2,2,1,2,15,10.86666667
1,1,1,1,1,1,1,0,1,2,3,1,2,0,0,0,0,1,0,1,0,1,1,2,2,3,1,2,3,14,19.96666667
1,1,1,0,1,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,2,15,9.366666667
0,1,0,1,1,0,0,0,4,4,3,4,4,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,13,25.05
0,1,0,1,0,0,0,0,4,3,3,3,4,0,0,1,0,0,0,0,0,2,3,2,2,3,2,3,3,14,21.28333333
0,1,0,1,1,0,0,0,2,3,1,1,3,0,0,1,0,0,0,0,0,3,2,3,2,3,3,3,3,14,9.4
0,0,1,0,1,0,0,0,4,2,4,4,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,14,8.933333333
0,1,1,1,1,0,0,0,2,1,3,1,4,1,1,0,0,0,1,1,0,3,3,2,3,3,1,2,1,16,61.48333333
1,1,1,1,1,1,0,0,2,2,4,2,1,0,0,0,0,0,0,0,1,3,2,3,2,3,2,3,3,15,12.96666667
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,15,16.46666667
0,1,1,0,1,0,0,0,4,4,3,3,4,1,0,1,0,0,1,0,0,1,2,2,2,3,2, ,3,16,39.55
1,1,1,1,1,0,0,0,3,2,3,2,4,1,0,0,0,0,0,0,0,2,2,2,3,3,3,2,2,16,26.96666667
0,0,1,1,0,0,0,0,2,3,2,3,3,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,16,14.53333333
0,0,0,0,1,0,0,0,3,2,4,3,2,0,0,1,0,0,0,0,0,2,1,2,2,3,3,2,2,13,13.76666667
1,1,1,1,1,0,0,0,2,1,2,1,2,0,0,1,1,0,0,1,0,1,2,1,2,3,1,3,2,16,17.2
0,1,0,0,1,0,0,0,4,3,4,3,4,0,0,0,0,0,0,0,1,2,2,2,2,3,2,2,3,13,10.68333333
0,0,0,0,1,0,0,0,2,2,3,4,3,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,16,20.58333333
1,1,1,1,1,0,1,0,1,3,3,2,2,0,0,1,0,0,0,0,0,2,2,2,2,3,2,3,3,13,16.4
0,1,0,0,1,0,0,0,3,3,2,3,3,1,0,1,0,0,0,0,0,3,3,2,3,3,2,2,2,13,12.9
1,1,1,1,1,0,0,0,1,3,3,2,2,0,1,1,0,0,0,1,0,3,2,2,2,3,2,3,1,13,19.65
0,0,0,0,1,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,13,10.76666667
0,0,0,1,1,0,0,0,2,2,3,2,3,0,0,1,0,0,0,1,0,3,2,2,3,3,2,2,2,13,29.21666667
0,1,0,1,0,0,0,0,3,4,4,4,4,1,0,0,0,0,0,0,0,2,3,1,2,2,2,2,2,13,79.63333333
0,1,0,0,1,0,0,0,4,3,2,4,4,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,13,17.28333333
0,0,0,1,1,0,1,0,3,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,17,17.36666667
1,1,0,1,1,0,0,0,3,2,2,2,3,1,1,0,1,1,1,1,0,1,1,1,1,3,3,2,2,15,15.05
0,1,1,1,1,0,0,0,4,2,3,2,2,0,0,0,0,0,0,0,1,3,2,3,3,3,3,2,3,17,16.71666667
0,0,0,0,1,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,1,1,2,1,3,3,3,3,3,13,16.85
0,1,0,1,1,0,0,0,3,4,3,4,4,0,0,1,0,0,0,1,0,2,2,2,2,2,3,1,1,16,9.9
0,1,1,1,1,0,0,0,1,2,1,1,1,1,0,1,0,0,0,1,0,2,2,2,2,1,1,1,1,14,13.58333333
0,1,1,1,1,0,0,0,2,3,3,3,4,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,16,16.85
0,1,1,1,1,0,0,0,1,2,2,3,2,1,0,1,0,0,0,1,0,2,1,2,2,3,3,2,2,14,26.93333333
1,1,1,1,1,0,0,0,1,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,2,2,3,3,17,9
1,1,1,1,1,0,0,0,2,3,3,2,4,0,0,1,0,0,0,0,0,3,3,2,3,3,3,3,3,14,18.78333333
0,1,0,1,1,0,0,0,1,3,1,2,2,1,0,1,0,0,0,0,0,2,1,1,1,3,2,2,2,13,16.48333333
0,0,1,1,0,0,0,0,2,3,3,3,2,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,13,16.16666667
0,0,0,1,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,98,98,98,98,3,3,3,3,14,14
1,1,1,0,1,0,0,0,3,2,2,2,2,1,0,1,0,0,0,0,0,2,2,1,1,3,3,2,3,13,20.45
0,1,0,1,1,0,0,0,3,4,4,3,4,0,0,0,0,0,0,0,1,2,2,1,2,3,3,3,3,14,19.08333333
1,1,1,1,1,0,0,0,1,98,4,1,2,1,0,1,0,1,0,1,0,1,1,1,2,3,2,3,3,13,34.31666667
